,ID,Corpus,clean_text,Topic,Probability
236,42b363fa,"Becoming aware of support from neighbours who I didn't know very well.   I volunteered to help on a befriending phone line for elderly isolated people, which despite the the sadness was a positive experience, as I was able to support other people",become aware support neighbour who not know well volunteer help befriend phone line elderly isolate people which despite sadness positive experience able support people,9,0.710926961
237,42b6e989,"Working from home, increased exercise, better diet.",work home increase exercise well diet,0,0.912723479
238,43054002,unemployment,unemployment,7,0.383737015
239,43293b0d,New job i guess,new job guess,7,0.493960954
240,433efcd5,Ability to not feel guilty for not working. Time for self-reflection. .  I got a job as a Contact Tracer,ability not feel guilty not work time self reflection get job contact tracer,-1,0
241,436e7d7f,"More time to working out, eating healthier due to not wanting to risk eating outside food. more time to exercise. more time to workout.",time work eat healthy due not want risk eat outside food time exercise time workout,-1,0
242,43b50ea0,"Better diet, better relationships, reduced traffic, reduced pollution. Better quality of meals, gardening, better interaction with neighbours.",well diet well relationship reduce traffic reduce pollution well quality meal garden well interaction neighbour,3,0.66767868
243,43b56906,No commuting to work. Working from home. Working from home. No commuting,commute work work home work home commute,11,1
244,447a70ff,Brought me closer to people.  checking in on family and neighbours,bring close people check family neighbour,-1,0
245,44814d65,I feel more productive being able to work from home.  More organised with food shopping.  Cooking healthier meals.. I prefer being able to work from home.  I have been able to save more money.  I prefer to work from home.,feel productive able work home organise food shopping cook healthy meal .. prefer able work home able save money prefer work home,-1,0
246,44f0f26b,I make the effort to get daily exercise. And I don't nip to the shops just to get chocolate.. Making more effort to do daily walk. Spending less. Doing more creative stuff. More determined to get fit.. I started to sell my art. I decided to become fit.,make effort get daily exercise do not nip shop get chocolate .. make effort do daily walk spend less creative stuff determine get fit .. start sell art decide become fit,0,1
247,452f3372,"Less people in the way. Spare time for artwork. Time to finish becoming a qualified yoga teacher. Much more conscious ad passionate about the environment, saving money, making the most of time",less people way spare time artwork time finish become qualified yoga teacher much conscious ad passionate environment save money make time,8,0.763056085
248,452ff3b0,"More time to exercise, spending quality time with family.  Spent more time with the family",time exercise spend quality time family spend time family,0,1
249,45b353f8,"More time with family, calls with parents, neighbours helping each other, messages with old friends. Time to focus on important things at work. Home schooling. Time with family. Relationship with parents better. Chat with friends.. Less rushing around, more quality time with family, more focus on what's important. More time together as a family and new focus on what's important",time family call parent neighbour help message old friend time focus important thing work home schooling time family relationship parent well chat friend .. less rush around quality time family focus what important time together family new focus what important,-1,0
250,463132d4,"Better air quality due to less traffic. more time with girlfriend, more consistent exercise regime. More time with my partner.",well air quality due less traffic time girlfriend consistent exercise regime time partner,3,0.611735778
251,471a059e,Southside more time with my children. Spending more time with family. Spent admit more time with my children. Spent more time with my family,southside time child spend time family spend admit time child spend time family,2,0.747365569
252,47585c5a,Reduced expectation of physical contact with other people.,reduce expectation physical contact people,6,0.53094068
253,477c2103,people being drunk in the streets on a weekend.,people drunk street weekend,-1,0
254,47e24a3e,More time with family. Reduced spending habits.. More time with family as working from home. Better control of finances as not spending money in pubs & restaurants.. Spend less money. More time to spend with children due to homeworking.. More time with family as working from home. Less expenditure due to lockdowns.,time family reduce spending habit .. time family work home well control finance not spend money pub restaurant .. spend less money time spend child due homeworking .. time family work home less expenditure due lockdown,-1,0
255,483be08c,more walks more time spent with children. more time with my immediate family.  My husband works from home and the children and I see him more. He is also less stressed and we do not have to pay for his train fare.,walk time spend child time immediate family husband work home child see also less stressed do not pay his train fare,5,1
256,4873378a,The ability to save money and having increased leisure time.,ability save money increase leisure time,10,0.960907035
257,4890ccdb,"Exercise at home, more reading. Learned a new skill online. Learned a new skillset",exercise home read learn new skill learn new skillset,8,1
258,48ad9e68,spending more time with immediate family.,spend time immediate family,1,1
259,48cee891,Spending more time with my wife.,spend time wife,1,1
260,494e53ff,Stimulus checks,stimulus check,10,1
261,4a27172f,Spending more time with my elderly mother.,spend time elderly mother,1,0.819377412
262,4a2ef326,"Taken up a new hobby, brought community together.  Brought myself and my partner closer together.",take new hobby bring community together bring partner close together,9,1
263,4a32ff92,"New job, recruitment process altered in my favour. Exams at university cancelled and replaced with more favourably essays, grades also boosted because of this",new job recruitment process alter favour exam university cancel replace favourably essay grade also boost,-1,0
264,4a7d842d,"Exercising  more, eating less snacks.. I have been exercising more, and eating better.  I have been gardening.. Self care has gotten better.. It has helped me change my focus.  Not being around a lot of people has given me a more positive perspective.  And I love having more time to myself to make crafts.",exercise eat less snack .. exercise eat well gardening .. self care get well .. help change focus not around lot people give positive perspective love time make craft,0,1
265,4a8874c4,"More walks and more contact via video calls with friends and family . Better relationships with family and less pollution outside. Better relationship with neighbours. Spent more time with family, learnt to bake. Weight loss, healthier, more time with family",walk contact via video call friend family well relationship family less pollution outside well relationship neighbour spend time family learn bake weight loss healthy time family,6,0.408534425
266,4ac60e5c,"working out more. I have a more consistent schedule since I now work from home, such that I'm now able to consistently work out 3 days a week.. working out more frequently, more consistent work schedule. enjoying working from home, was able to create more stable routine due to staying at home all the time, reconnecting with friends/family with technology like Zoom.",work consistent schedule since work home able consistently work 3 day week .. work frequently consistent work schedule enjoy work home able create stable routine due stay home time reconnecte friend family technology like zoom,5,0.908228648
267,4c6b2ba6,"More time with my kids. More time with my kids. I left a job because my income was reduced and ended up at a better job. more time bonding with my kids, left job for a better one",time kid time kid leave job income reduce end well job time bonding kid leave job well one,4,0.815781488
268,4ceb104f,"More leisure time to focus on hobbies and self. looking introspectively, having time to pursue hobbies. Outlook on life, developing hobbies, more time.",leisure time focus hobby self look introspectively time pursue hobby outlook life develop hobby time,8,0.763056085
269,4d43988a,Myself and those close to me have taken time to re-assess things that are valued as important in our lives and prioritize what actually is and isn't. More time for self-reflection and evaluation of myself and what is important in my life. Thinking about how to improve myself so that I can be better prepared for potential future situations that can be similar or worse.. Working from home. Had time to reevaluate what is important in my life,close take time re assess thing value important our life prioritize what actually not time self reflection evaluation what important life think how improve can well prepare potential future situation can similar bad .. work home time reevaluate what important life,-1,0
270,4e2344cd,Increased time with my wife. More time with my wife. More time with partner.,increase time wife time wife time partner,1,1
271,4e8da120,Just carrying out long overdue tasks. Given me the time to do things I wouldn't normally have been able to.  Not had a cold this year,carry long overdue task give time do thing would not normally able not cold year,-1,0
272,4eb4dcde,More family time. My workplace is open to remote work. General closeness with immediate family members. More closeness with my children,family time workplace open remote work general closeness immediate family member closeness child,-1,0
273,4f55295f,"2hrs extra a day as no commute so have more time to exercise and relax, don't feel under pressure to be doing things outside home, can do hobbies I don't usually have time for, have made contact with neighbours previously unknown. Made contact with neighbours in my road, not having to commute, quieter roads, more wildlife, more time for exercise and hobbies. More exercise, better management of chronic illness, less stress and fatigue. Better management of chronic health condition",2hrs extra day commute time exercise relax do not feel pressure thing outside home can do hobby do not usually time make contact neighbour previously unknown make contact neighbour road not commute quiet road wildlife time exercise hobby exercise well management chronic illness less stress fatigue well management chronic health condition,-1,0
274,4fa5931b,university closed and exams were cancelled.  Don't have to go outside. more sleep,university close exam cancel do not go outside sleep,-1,0
275,4fef780f,"Working from home. Working from home, more time for exercise",work home work home time exercise,-1,0
276,4ff76558,saving money. Being help to focus more on myself and have more appreciation for family,save money help focus appreciation family,-1,0
277,5088c6b9,"Observing nature, slowing down. Eating better. More money as working from home",observe nature slow eat well money work home,-1,0
278,50993419,"Spending more time with family, more concious of food waste, spending less money. Spending more time with my son, saving money, being able to work from home. Spend more time with family; able to work from home. Spend more time with family, able to work from home, do not have to commute, able to save more money.",spend time family concious food waste spend less money spending time son save money able work home spend time family able work home spend time family able work home do not commute able save money,-1,0
279,50a80ed7,Demonstrated the feasibility of working remotely. Ability to work remotely. Working from home has been a very good experience for me.. Working remotely full time,demonstrate feasibility work remotely ability work remotely work home good experience .. work remotely full time,-1,0
280,50bee78a,Staying home. Sewing. Spending time with family. Crafts,stay home sewing spending time family craft,-1,0
281,51161de2,More hand washing more eating at home. Talking with family more.  I've found useful alternatives to going inside to shop.,hand washing eat home talk family find useful alternative go inside shop,13,1
282,5232854f,it takes less time to commute. Redefined some close emotional relationships - Less traffic on the road (and air) - I imagine it is easy to underestimate the effect this has had on one's enjoyment of life.. Less traffic on the roads,take less time commute redefine close emotional relationship less traffic road air imagine easy underestimate effect one enjoyment life .. less traffic road,3,0.77369123
283,5.29E+10,spending more time with my kids. spending more time with family. my children are doing school virtually. More quality time with family and I am working out more.,spend time kid spend time family child school virtually quality time family work,4,0.826052962
284,53db5f2d,"Spending more time with my family. Spent more time with my family, especially my two children. I spent a lot of time with my 2 children before they went to university in September. I was lucky that it meant I spent a lot of time with my children. We get along very well and it was good to have that time with them. Now they have both gone off to university and we miss them, but they will be back again soon for the summer",spend time family spend time family especially two child spend lot time 2 child go university september lucky mean spend lot time child get along well good time go university miss will back soon summer,-1,0
285,54213ae7,"lack of pollution, no planes, less traffic, have to get on with tasks which have put off for years. see more of immediate family. See more of children",lack pollution plane less traffic get task which put year see immediate family see child,1,0.586351003
286,5470380b,"Going back to school for a degree. Making healthier options.  new lifestyle,weighloss and better self care",go back school degree make healthy option new lifestyle weighloss well self care,0,1
287,54944c4a,Shopping only once a week (click and collect at supermarket) rather than calling into the local shops most days. . Better meal planning and less time commuting on the motorway. Eating better. Planned meals.,shopping week click collect supermarket rather call local shop day well meal planning less time commute motorway eat well planned meal,-1,0
288,54b324e6,Exercise & diet during lockdown.  MOre time with husband e.g. to running together,exercise diet lockdown time husband e.g. run together,0,1
289,556ee067,Not buying so much.,not buy much,-1,0
290,55bd6c99,Offers of help . More neighbourly.  Appreciate family and friends,offer help neighbourly appreciate family friend,9,0.74472299
291,55deef6c,"Quieter roads, wlaking more, less shopping, more (short and safe) interactions with neighbours. Quieter roads mean I can hear more birdsong. Quieter environment. More academic engagement via Zoom meetings/conferences/lectures: quieter environment - can enjoy walking and seeing wildlife more",quiet road wlake less shopping short safe interaction neighbour quiet road mean can hear birdsong quiet environment academic engagement via zoom meeting conference lecture quiet environment can enjoy walk see wildlife,3,1
292,55eaf920,"Cleaner house. Lost weight. More time, less commuting. less use of car, more interest in cooking, less shopping",clean house lose weight time less commute less use car interest cook less shopping,-1,0
293,55ee638a,more active. Gardening.,active gardening,-1,0
294,5678611d,My skin has cleared significantly..,skin clear significantly ..,-1,0
295,5688da33,Easier to stay home and do online school..,easy stay home do school ..,7,0.3479022
296,56c0a3c1,"cooking more, focusing on work and wellbeing. Less wasteful, productive and save money. Less commute, save money. Healthier lifestyle",cook focus work wellbee less wasteful productive save money less commute save money healthy lifestyle,1,1
297,56cbd38a,"better eating, more cooking.  road trips and significant other moving in",well eat cook road trip significant move,1,1
298,570d8d90,Being together with family and playing games in the garden and having meals together is great.. Closer bond with family and more time with kids and husband.. More family time. More family time and bonding,together family playing game garden meal together great .. close bond family time kid husband .. family time family time bonding,1,0.636541688
299,5724fc20,"Daily walk. daily walks. use of local traders. holidays , travel, online shopping",daily walk daily walk use local trader holiday travel shop,-1,0
300,572d823d,Promoted and made permanent at work.,promote make permanent work,8,0.666732235
301,577cd09a,not able to visit family abroad.,not able visit family abroad,-1,0
302,57d2c23b,Learning new technology.,learn new technology,8,1
303,5872cca9,i have more time now that i'm not working. I have a lot more time for making art. I'm learning how to let time be more fluid. We moved to a bigger home,time not work lot time make art learning how let time fluid move big home,-1,0
304,5.88E+51,I got in touch with some people I hadn't been in touch with for years.,get touch people not touch year,6,0.589914453
305,58973b11,Exercising more. More time to take up hobbies. more time to exercise and catch up with friends on the phone,exercise time take hobby time exercise catch friend phone,0,0.806159552
306,590a8cde,"More time with my daughter. Saving more money.. More time with my daughter. More time with immediate family, no commute. More family time, less time spent commuting.",time daughter save money .. time daughter time immediate family commute family time less time spend commute,4,0.894845835
307,5965630a,exercise. more walking. healthier eating. working out,exercise walk healthy eat work,0,1
308,5b17a3e4,"slowing down, spending more time with children. reading more, getting to know neighbours, speaking to relatives, more time spent with children. started a business, more time with family. new job",slow spend time child read get to know neighbour speak relative time spend child start business time family new job,-1,0
309,5b9187ac,Working from home. Solitary,work home solitary,7,1
310,5bdddad3,More time to myself. appreciate things more like family. I appreciate much more,time appreciate thing like family appreciate much,1,0.718947214
311,5c00ba00,I'm relaxing more.,relax,-1,0
312,5c096337,Spent more time with family members. Better hygiene habits such as washing hands more often..,spend time family member well hygiene habit wash hand often ..,13,0.745878675
313,5caa6e38,ability to be home with family. family members connect more. monthly Zoom with my extended family. electronic contact with family and friends,ability home family family member connect monthly zoom extend family electronic contact family friend,6,1
314,5ced5cf3,I've been being more logical when it comes to spending money so I'm saving a lot now.  Started exercising more and taking care of my physical and mental health,logical when come spend money save lot start exercise take care physical mental health,0,0.958937254
315,5d43db43,Pilates. I started working out.,pilate start work,-1,0
316,5d5378c2,"less pollution, less noise, people are more respectful of one another. Less pollution and much quieter. City was quiet for a time. Greater appreciation of exercise",less pollution less noise people respectful one another less pollution much quiet city quiet time great appreciation exercise,3,1
317,5da3b8a9,Valuing nature more and spending money needlessly less. Walking and exploring new places where I live when I do my daily exercise. Enjoying nature more and exploring places in my local area. . Appreciation of simple things and exploring my local area,value nature spend money needlessly less walk explore new place where live when do daily exercise enjoy nature explore place local area appreciation simple thing explore local area,3,0.667658513
318,5e3ad4c6,I am watching what I eat.,watch what eat,-1,0
319,5ee59740,My family calls me more. Pay raise.,family call pay raise,-1,0
320,5f0dc810,more exercise.,exercise,12,1
321,6.04E+07,Finishing work early due to being pregnant.,finish work early due pregnant,4,0.652154508
322,6089cf25,More time together with my partner,time together partner,1,1
323,61011b9a,spending time with family.  more family time.,spend time family family time,1,1
324,6134e375,"More time for bike rides with my son, working from home.  Skype calls with my grandmother in a care home, able to work from home",time bike ride son work home skype call grandmother care home able work home,-1,0
325,61667a56,Money,money,-1,0
326,61e9823c,Have more money as I'm not out spending it all the time. More money. Spending more time with my children.,money not spend time money spend time child,4,0.883038639
327,621ed6fa,God is blessing me with each day.. People caring for others.,god blessing day .. people care other,9,1
328,6244b533,"Spending more time with family,bounding. More time with family. Spending more time with my family. More time with my family",spend time family bounding time family spend time family time family,1,0.806089361
329,629b2294,Weight loss. Parents gave me a bit of money.,weight loss parent give bit money,-1,0
330,62eafe71,I'm exercising more. I am able to spend more time with family. I was able to save up money not paying rent and living with parents. I was able to focus on my mental health more and building up a savings account,exercise able spend time family able save money not pay rent live parent able focus mental health building saving account,0,1
331,62f6c10e,More time to get things done I didn't have time to do before + can work more on my posture when working from home.  being able to save more money and can live at home. saving more money by not having to pay rent as I moved away from my rental place. I also got to spend many months in my home country as I can work remotely,time get thing do not time do can work posture when work home able save money can live home save money by not pay rent move away rental place also got spend many month home country can work remotely,-1,0
332,6307dca9,in touch with old friends on Zoom,touch old friend zoom,6,1
333,632c4073,"more time with family, more walks in nice weather.. More family time. More time at home with family. More time with family, outside time",time family walk nice weather .. family time time home family time family outside time,2,1
334,6398a171,Activities outside the household.  Physical fitness. Graduation,activity outside household physical fitness graduation,12,0.839289945
335,639bd76e,"Lockdown, shopping rarely, only goin out once a day. Doing more baking. I've retired from my main job, I do more cooking, I take part in lots of online activites.. I decided to retire, I attended a lot of events virtually, that I wouldn't have done otherwise.",lockdown shop rarely goin day bake retire main job do cook take part lot activite .. decide retire attend lot event virtually would not do otherwise,1,0.825516436
336,63e892f2,We are more adamant about sanitation.  More flexibility time-wise. I got more time for self-reflection,adamant sanitation flexibility time wise get time self reflection,-1,0
337,63f030c8,"time to relax and finish some work I hadn't had time to do before. More exercise.   running, lost weight",time relax finish work not time do exercise run lose weight,0,0.844631002
338,6404c41d,"Air quality is far better, the wildlife is returning. Forced me to slow down and to also explore new IT skills.",air quality far well wildlife return force slow also explore new skill,3,0.86247914
339,641faf53,Priorities?,priority,-1,0
340,64786cbd,Frequancy of washing hands.,frequancy washing hand,13,1
341,647f33c1,"Being more careful, keeping away from others, more hand washing. Social distancing, hand washing increased, working from home, lockdown. Worked from home some of the time, more relaxing. Less commuting, more relaxed atmosphere",careful keep away other hand wash social distancing hand washing increase work home lockdown work home time relax less commute relaxed atmosphere,-1,0
342,648f3b96,disinfecting more often.  Better hygiene (handwashing).  I am washing my hands more often and sanitizing surfaces more often.,disinfect often well hygiene handwash washing hand often sanitize surface often,13,1
343,64bb47b7,learn to enjoy my home more,learn enjoy home,7,0.456383781
344,65424974,More time with family. Spending more time with family.,time family spending time family,1,0.869030223
345,654f2487,not able to see my family as often.,not able see family often,-1,0
346,6555ddee,Spending more time with my son. More time with my kid. Learned how to do gardening .,spend time son time kid learn how do gardening,-1,0
347,65b49e68,More time with my family. More time to spend time with my family.  More time with family,time family time spend time family time family,1,0.817260168
348,66594241,I cook more rather than eating out. . I've had more time to read many books. I've read a lot of books,cook rather eat time read many book read lot book,1,1
349,666251d4,"I talk to my friends more (via video chat). more money (extra pay and CARES act). talk to friends outside the country more, make more money than we did before",talk friend via video chat money extra pay care act talk friend outside country make money,6,0.653840316
350,667aff50,more exercises. a lot of distance. I have more time for myself and watching more documentary movies.,exercise lot distance time watch documentary movie,-1,0
351,66ae827a,i have spent less money on socialising,spend less money socialise,10,1
352,670a41e2,taking more excercise. i am eating more healthily,take excercise eat healthily,0,1
353,67af7d0a,I spend a little more time with my kida due to shift changes.. Shift changes so I am home with them more hours when their awake.. I was able to spend more time with my kids.. I was able to spend more time with my children for a short time,spend little time kida due shift change .. shift change home hour when their awake .. able spend time kid .. able spend time child short time,4,0.894845835
354,67f60bb1,Washing hands.,wash hand,13,1
355,68553d69,I restarted a daily walking program. I got more serious about exercising and walk most days with good weather now,restart daily walk program get serious exercise walk day good weather,-1,0
356,68581829,"adopted a dog, bonded with daughter. We adopted a dog.  I got to spend a lot more time with my daughter.",adopt dog bond daughter adopt dog got spend lot time daughter,4,0.797941405
357,6863f531,"didn't have to attend a few events I wasn't looking forward to (baby showers, etc.). I got out of some commitments I wasn't looking forward to. didn't have to go to certain events that I was dreading. spent a lot of quality time with partner, partner got a new job, became appreciative of what I have",not attend event not look forward baby shower etc .. get commitment not look forward not go certain event dread spend lot quality time partner partner get new job become appreciative what,5,1
358,686ca0fe,Less contact with family.,less contact family,6,0.780500019
359,687d5890,I've got to spend more time with my children.  I've got to spend alot more time with my children.,got spend time child got spend alot time child,4,1
360,6887f495,"Exercising more. Cooking at home, keeping house cleaner.. More family time. More family time, home improvement, better eating",exercise cook home keep house cleaner .. family time family time home improvement well eat,0,0.955312171
361,68c1783d,I am eating more healthy and losing weight.. Eating healthier.  I have been eating healthier and have lost 30 pounds.,eat healthy lose weight .. eat healthy eat healthier lose 30 pound,-1,0
362,69266435,working from home,work home,7,1
363,69519e9a,I am making much effort to stay in contact with family members by phone. I am able to spend much more time at hom with my husband and daughter. I have commited to daily walks/excercise..,make much effort stay contact family member by phone able spend much time hom husband daughter commit daily walk excercise ..,0,0.961095829
364,6992d2bb,More time for self reflection and an increased community connection. More time to focus on meditation and self reflection. More time to focus on hobbies. More time for self care and relaxation during quarantine,time self reflection increase community connection time focus meditation self reflection time focus hobby time self care relaxation quarantine,-1,0
365,6a0d023f,"Given me time to relax, slow down my pace of life and engage in hobbies.",give time relax slow pace life engage hobby,8,0.652783097
366,6a32b803,able to concentrate on my job more.,able concentrate job,-1,0
367,6a601f7d,"More time with family and communication with friends.. More time with family and to pursue hobbies.. Able to change perspective on life by appreciating time with family at home. It allowed me to reflect on certain aspects of my life while being quarantined, and so that made me make different choices now.",time family communication friend .. time family pursue hobby .. able change perspective life by appreciate time family home allow reflect certain aspect life quarantine make make different choice,-1,0
368,6ad0d637,"More time with family, slower pace life. More time, flexible schedule. More time with kids. More time with immediate family",time family slow pace life time flexible schedule time kid time immediate family,2,0.939579392
369,6b461e36,Share more activities with my wife.. More time with partner. More time to spend with my partner. More money due to stimulus checks and PUA,share activity wife .. time partner time spend partner money due stimulus check pua,10,0.512708134
370,6b93e5cd,"Quieter life, more simple. More exercise, time to socialise via social media, slower pace of life. New relationship and better mental health. I worked in a care home which I really enjoyed. I've spent more time outside and with family. I also met my partner.",quiet life simple exercise time socialise via social medium slow pace life new relationship well mental health work care home which really enjoy spend time outside family also meet partner,0,0.797216035
371,6b996521,"More time with family.. More time to spend with family.. I have had the opportunity to spend more time with family, and I have capitalized on the stock market volatility.. I've had more time to spend with family. The stimulus checks have provided my family with extra cash.",time family .. time spend family .. opportunity spend time family capitalize stock market volatility .. time spend family stimulus check provide family extra cash,10,0.202930844
372,6ce5d6f6,"My class had to cancel a group final project that I dreaded. Online meetings have made it so I didn't have to drive to them.. I don't have to drive all over to go to my volunteer position meetings.. I no longer have to drive to meetings for my volunteer positions. Traffic is significantly reduced, or at least it was. The air quality is better.",class cancel group final project dread meeting make not drive .. do not drive go volunteer position meeting .. long drive meeting volunteer position traffic significantly reduce least air quality well,3,1
373,6d319800,"I'm learning to draw. I took up drawing -- learned to draw.  I like that very much.  But that's it.  Otherwise, no, nothing.",learn draw take draw learn draw like much otherwise nothing,8,0.994137984
374,6dabbe40,"Able to do more house cleaning.  Spending less money, which enables me to put more money into savings.. Driving less.  Saving more money.. Able to put more money into savings. Putting more money into band savings account; reduced travel, thereby saving on wear and tear of car.",able do house cleaning spend less money which enable put money saving .. drive less save money .. able put money saving put money band saving account reduce travel thereby save wear tear car,-1,0
375,6e3e657e,My anxiety went way down since being under stay at home orders. My anxiety has completely disappeared and I moved to a larger apartment,anxiety go way since stay home order anxiety completely disappear move large apartment,-1,0
376,6f618d37,"Seeing more of my husband and children. Slowing down our pace of life and cooking g from scratch. I'm working from home, so spending more time with my daughters and my husband. we're cooking from scratch more and wasting less money.. More time with my husband and children, less time spent commuting. Extra time with my family",see husband child slow our pace life cook g scratch work home spend time daughter husband cooking scratch waste less money .. time husband child less time spend commute extra time family,-1,0
377,6f64bafb,More family time,family time,2,1
378,6ff99d80,A lot of alone time,lot alone time,2,0.834429282
379,7043f8f4,"I've done some work I'd been putting off for ages.. I'm eating less, which I hope means there will be less of me when this is all over.. I've started exercising and losing weight.. I'm exercising more, I've gotten to spend more time with my dad, and I finally finished my degree last summer.",do work would put age .. eat less which hope mean will less when .. start exercise lose weight .. exercise get spend time dad finally finish degree last summer,0,1
380,7094ac46,"Working from home means I no longer have a frustrating commute to work; I am sleeping longer because I don't have to get up as early; I get to eat my lunch outside in the fresh air every day; I have been doing a little more exercise than usual. No commute to work, doing a bit more exercise. I am currently allowed to park at work so I can drive in and my commute is now 15 minutes compared to 60 on the bus; I was pretty frugal anyway but I have saved a bit of money from not paying for park and ride parking and bus permit;. I don't have a daily commute so I have saved time and money and boredom not having to do that every day. My husband and I have spent very little over the last year and we have saved quite a lot more money that we had planned to, as we're saving up to buy our first home.",work home mean long frustrating commute work sleep long do not get early get eat lunch outside fresh air every day little exercise usual commute work bit exercise currently allow park work can drive commute 15 minute compare 60 bus pretty frugal anyway save bit money not pay park ride parking bus permit do not daily commute save time money boredom not do every day husband spend little last year save quite lot money plan save buy our first home,-1,0
381,70dd2716,"Spending more time at home with partner. Spending more time gardening.  I and my partner cut down on alcohol. We have spent more time together, e.g. going for walks.. It's made me focus on my home life more, and spend more time with my partner",spend time home partner spending time gardening partner cut alcohol spend time together e.g. go walk .. make focus home life spend time partner,5,1
382,716636c0,Have been able to catch up on my backlog of netflix shows. I am budgeting money better.  Have learnt new programming skills for work whilst working remotely.,able catch backlog netflix show budgeting money well learn new programming skill work whilst work remotely,-1,0
383,71b698b5,Contactless delivery.,contactless delivery,6,0.668557148
384,72443c8e,"Thought about what's important, less FOMO. Working from home culture",think what important less fomo work home culture,7,0.44708338
385,7287ada0,Due to my anxiety I'd rather stay at home and COVID-19 has provided a good excuse to do so. I haven't felt under pressure to leave the house to do things such as training courses or volunteering,due anxiety would rather stay home covid 19 provide good excuse do not feel pressure leave house do thing train course volunteer,-1,0
386,72bc0590,got to spend more time with family.,get spend time family,1,1
387,732847ca,"Greater sense of purpose, general contentment due to offering my services for free and spending more time with my children.  Greater sense of wellbeing and gratitude. Brief increase in income.. Closeness with family.",great sense purpose general contentment due offer service free spending time child great sense wellbeing gratitude brief increase income .. closeness family,-1,0
388,739db12b,"Contacting family and friends more by phone or internet.. Talk to friends more. Cook more meals from scratch.Realise what is important In life.  . Exercise more.much stricter about washing hands. More focus on what is important in life,and how to avoid illness by looking after yourself better",contact family friend by phone internet .. talk friend cook meal scratch.realise what important life exercise more.much strict washing hand focus what important life how avoid illness by look yourself well,0,1
389,73e01b6f,Increased time with my children and spouse.  More time with my closest family. More outdoor time with my family,increase time child spouse time close family outdoor time family,2,0.624675316
390,742ca5c9,Listening to podcasts and spending more time with family.   i do more volunteering,listening podcast spend time family do volunteer,8,0.680397553
391,752ef7a9,"More focused on religion. Spent more time working on my own business. More in touch with spiritual self, stronger connection to spouse and family. More time to work on my hobbies and business idea.. I was awarded a grant & I started a business",focus religion spend time work business touch spiritual self strong connection spouse family time work hobby business idea .. award grant start business,-1,0
392,756e8ec4,"More time to cook, exercising more. Less traffic noise, walking around local area more often, reduced emissions. Easier to attend appointments etc in work day, less time spent commuting. No commute, increased time to do things at home",time cook exercise less traffic noise walk around local area often reduce emission easy attend appointment etc work day less time spend commute commute increase time do thing home,-1,0
393,75ab7d97,Hazard pay.  Spent a lot of time with the same few friends and became much closer friends.,hazard pay spend lot time friend become much close friend,-1,0
394,75e9c9a2,appreciate simple things more.,appreciate simple thing,9,0.977913126
395,76a45229,Trying to appreciate my friends and family more. Enjoy nature around me. Spend less time with electronics and technology.. Spending more time with my family and having time to reflect on changes I need to make in my life..  I have spent more time with my family and been able to enjoy the outdoors more then I have in recent years.,try appreciate friend family enjoy nature around spend less time electronics technology .. spend time family time reflect change need make life .. spend time family able enjoy outdoors recent year,6,0.446162511
396,76e9e333,It's decreased my spending because I don't go out anymore. not spending as much money on things meant to improve appearance. We don't go out to eat or spend money shopping around anymore,decrease spending do not go anymore not spend much money thing mean improve appearance do not go eat spend money shop around anymore,10,0.864406125
397,76efb5ec,"slowed down. spend more time with partner. got outside in nature more, slowed down. I started running, saved money",slow spend time partner get outside nature slow start run save money,-1,0
398,7787def8,"Finding new ways to exercise.  actively trying t loose more weight, spent more time with my kids, got a job",find new way exercise actively try loose weight spend time kid get job,0,1
399,77b71258,"Found creative ways of staying fit and it inspired me to cook and bake more. Spent more time with friends and family.. It allowed me to focus more on my studies and appreciate smaller things, such as going for walks and exercising when possible. Furthermore, while I only meet up with people fewer times, I appreciate that time more too.",find creative way stay fit inspire cook bake spend time friend family .. allow focus study appreciate small thing go walk exercise when possible furthermore meet people few time appreciate time,0,0.888030628
400,77d0bf5f,"Connections with family and friends, In rushed time, Enough sleep, a chance to reset priorities, catch up on projects. More time for connecting with family and friends, processing feelings about other issues this cris triggers, a chance to reevaluate my choices, much needed rest as I am self quarantined due to age and Healrh concerns though unpaid from my full time job, time to catch up on unfinished projects, creative time, quiet,. time to reflect, time to care for my family, self, home and garden, likely early retirement,. More time with family, time to catch up with myself and reorder priorities",connection family friend rush time enough sleep chance reset priority catch project time connect family friend process feeling issue cris trigger chance reevaluate choice much need rest self quarantine due age healrh concern though unpaid full time job time catch unfinished project creative time quiet time reflect time care family self home garden likely early retirement time family time catch reorder priority,-1,0
401,77d7738e,Work from home.,work home,7,1
402,77f729db,shopping habits - dietary change. Weekly shopping habit. Increase in hobby time. Purchasing food and goods online,shopping habit dietary change weekly shopping habit increase hobby time purchase food good,-1,0
403,78488733,Washing hands more.,wash hand,13,1
404,78c84d16,Shop on line and delivered to door. Appreciate family/on line shopping. Appreciation of family/support of neighbours,shop line deliver door appreciate family line shopping appreciation family support neighbour,-1,0
405,78d361a8,I am keeping the house more tidy.. I'm exercising more. I learned a new recipe or two.,keep house tidy .. exercise learn new recipe two,0,0.90907162
406,793f1136,Food parcels and increased communication albeit online. Being forced to slow down and appreciate life.  it was nice spending more time at home,food parcel increase communication albeit force slow appreciate life nice spending time home,-1,0
